sentences,sentences_labels,Subject,Object,relations,labels,filename,relations_id,cleaned_text,Combinations,Combination_spin_text
"With his international manager [E1]Gareth Southgate[/E1] in the stand taking copious notes, the England keeper picked the most time to again leave doubts hanging over his position as the undisputed [E2]Everton[/E2] No.1, with a poor error, to gift Youri Tielemans a fortunate leveller.","With his international manager [PERSON]Gareth Southgate[/PERSON] in the stand taking copious notes, the England keeper picked the most time to again leave doubts hanging over his position as the undisputed [ORG]Everton[/ORG] No.1, with a poor error, to gift Youri Tielemans a fortunate leveller.",Gareth Southgate,Everton,noRelation,"['PERSON', 'ORG']",article_71_Jordan_Pickford_s_howler_gifts_Leicester_valuable_point.txt,3,"With his international manager [E1]Gareth Southgate[/E1] in the stand taking copious notes, the England keeper picked the most time to again leave doubts hanging over his position as the undisputed [E2]Everton[/E2] No.1, with a poor error, to gift Youri Tielemans a fortunate leveller.","With his international manager [E1]Gareth Southgate[/E1] in the stand taking copious notes, the England keeper picked the most time to again leave doubts hanging over his position as the undisputed [E2]Everton[/E2] No.1, with a poor error, to gift Youri Tielemans a fortunate leveller.","With his international manager [E1]Gareth Southgate[/E1] in the stand taking copious notes, the England keeper picked the most time to again leave doubts hanging over his position as the undisputed [E2]Everton[/E2] No.1, with a poor error, to gift Youri Tielemans a fortunate leveller."
ASA also failed to mention that neither [E1]Coinfloor[/E1] nor bitcoin were regulated in the [E2]UK[/E2].,ASA also failed to mention that neither [ORG]Coinfloor[/ORG] nor bitcoin were regulated in the [GPE]UK[/GPE].,Coinfloor,UK,locatedAt,"['ORG', 'GPE']",article_64_Bitcoin.txt,1,ASA also failed to mention that neither [E1]Coinfloor[/E1] nor bitcoin were regulated in the [E2]UK[/E2].,ASA also failed to mention that neither [E1]Coinfloor[/E1] nor bitcoin were regulated in the [E2]UK[/E2].,ASA also failed to mention that neither [E1]Coinfloor[/E1] nor bitcoin were regulated in the [E2]UK[/E2].
"As is the case with [E2]Hugh Chatham[/E2], [E1]Lumsden[/E1] said the emergency department has seen its caseload increase, resulting in longer than normal wait times for those seeking non-acute critical services.","As is the case with [ORG]Hugh Chatham[/ORG][PERSON], Lumsd[/PERSON]en said the emergency department has seen its caseload increase, resulting in longer than normal wait times for those seeking non-acute critical services.",Lumsden,Hugh Chatham,managerOf,"['PERSON', 'ORG']",article_163_hospitals.txt,0,"As is the case with [E2]Hugh Chatham[/E2], [E1]Lumsden[/E1] said the emergency department has seen its caseload increase, resulting in longer than normal wait times for those seeking non-acute critical services.","As is the case with managerOf[E1]Lumsden[/E1][E2]Hugh Chatham[/E2] said the emergency department has seen its caseload increase, resulting in longer than normal wait times for those seeking non-acute critical services.","As is the case with managerOf[E1]Lumsden[/E1][E2]Hugh Chatham[/E2] said the emergency department has seen its caseload increase, resulting in longer than normal wait times for those seeking non-acute critical services."
[E1]Dr Hynes[/E1] is head of the [E2]OECD[/E2] New Approaches to Economic Challenges Unit.,[PERSON]Dr Hynes[/PERSON] is head of the [ORG]OECD[/ORG] New Approaches to Economic Challenges Unit.,Dr Hynes,OECD,employedBy,"['PERSON', 'ORG']",article_129_cloudflare.txt,2,[E1]Dr Hynes[/E1] is head of the [E2]OECD[/E2] New Approaches to Economic Challenges Unit.,[E1]Dr Hynes[/E1] is head of the [E2]OECD[/E2] New Approaches to Economic Challenges Unit.,[E1]Dr Hynes[/E1] make_up head of the [E2]OECD[/E2] Modern Approaches to Economic dispute Unit .
"""The Anuket project will be a game changer of how Telcos think about the cloud, and it will accelerate the adoption of cloud platforms inside Telcos; this will enable integration of the best from both CCNT and OPNFV,"" said  [E1]Ahmed El Sawaf,[/E1] technical director,[E2] Network Transformation and Cloud Infrastructure[/E2], STC. ""Where CCNT succeeded to achieve a reference model and reference architecture, while OPNFV achieved reference implementation and reference conformance to have an E2E view on how the cloud should be built.""","""The Anuket project will be a game changer of how Telcos think about the cloud, and it will accelerate the adoption of cloud platforms inside Telcos; this will enable integration of the best from both CCNT and OPNFV,"" said  [PERSON]Ahmed El Sawaf,[/PERSON] technical director,[ORG] Network Transformation and Cloud Infrastructure[/ORG], STC. ""Where CCNT succeeded to achieve a reference model and reference architecture, while OPNFV achieved reference implementation and reference conformance to have an E2E view on how the cloud should be built.""","Ahmed El Sawaf,", Network Transformation and Cloud Infrastructure,employedBy,"['PERSON', 'ORG']",article_88_linux_foundation.txt,2,"""The Anuket project will be a game changer of how Telcos think about the cloud, and it will accelerate the adoption of cloud platforms inside Telcos; this will enable integration of the best from both CCNT and OPNFV,"" said  [E1]Ahmed El Sawaf,[/E1] technical director,[E2] Network Transformation and Cloud Infrastructure[/E2], STC.","""The Anuket project will be a game changer of how Telcos think about the cloud, and it will accelerate the adoption of cloud platforms inside Telcos; this will enable integration of the best from both CCNT and OPNFV,"" said  [E1]Ahmed El Sawaf,[/E1] technical director,[E2] Network Transformation and Cloud Infrastructure[/E2], STC.","""The Anuket project will be a game changer of how Telcos think about the cloud, and it will accelerate the adoption of cloud platforms inside Telcos; this will enable integration of the best from both CCNT and OPNFV,"" said  [E1]Ahmed El Sawaf,[/E1] technical director,[E2] Network Transformation and Cloud Infrastructure[/E2], STC."
[E1]Philip Winslow[/E1] -- [E2]Wells Fargo[/E2] -- Analyst,[PERSON]Philip Winslow[/PERSON] -- [ORG]Wells Fargo[/ORG] -- Analyst,Philip Winslow,Wells Fargo,managerOf,"['PERSON', 'ORG']",Article_07.txt,0,[E1]Philip Winslow[/E1] -- [E2]Wells Fargo[/E2] -- Analyst.,[E1]Philip Winslow[/E1] -- [E2]Wells Fargo[/E2] -- Analyst.,[E1]Philip Winslow[/E1] -- [E2]Wells Fargo[/E2] -- analyst .
[E1]William Ellsworth[/E1] is a machine learning researcher at [E2]Stanford University.[/E2],[PERSON]William Ellsworth[/PERSON] is a machine learning researcher at [ORG]Stanford University.[/ORG],William Ellsworth,Stanford University.,managerOf,"['PERSON', 'ORG']",article_129_cloudflare.txt,0,[E1]William Ellsworth[/E1] is a machine learning researcher at [E2]Stanford University [/E2].,[E1]William Ellsworth[/E1] is a machine learning researcher at [E2]Stanford University [/E2].,[E1]William Ellsworth[/E1] is a machine learning researcher at [E2]Stanford University [/E2].
"WOTL email said that [E1]Dentons [/E1]had confirmed that certain property securities “exist”, are “largely within Dentons’ control” and “can be linked” to [E2]MUT 103[/E2] and Dolphin MUT 116.","WOTL email said that [PERSON]Dentons [/PERSON]had confirmed that certain property securities “exist”, are “largely within Dentons’ control” and “can be linked” to [ORG]MUT 103[/ORG] and Dolphin MUT 116.",Dentons ,MUT 103,noRelation,"['PERSON', 'ORG']",article_56_Charles_Smethurst’s_GPG.txt,3,"WOTL email said that [E1]Dentons [/E1]had confirmed that certain property securities “exist”, are “largely within Dentons’ control” and “can be linked” to [E2]MUT 103[/E2] and Dolphin MUT 116.","WOTL email said that [E1]Dentons [/E1]had confirmed that certain property securities “exist”, are “largely within Dentons’ control” and “can be linked” to [E2]MUT 103[/E2] and Dolphin MUT 116.","WOTL e-mail said that [E1]Dentons [/E1]had confirmed that certain property security “ exist ” , are “ largely within Dentons ’ control ” and “ can Be tie_in ” to [E2]MUT 103[/E2] and dolphinfish MUT 116 ."
"Director of the Year: [E1]Dana L. Evan[/E1], director, [E2]Box[/E2], Domo, Farfetch, Proofpoint, Survey Monkey","Director of the Year: [PERSON]Dana L. Evan[/PERSON], director, [ORG]Box[/ORG], Domo, Farfetch, Proofpoint, Survey Monkey",Dana L. Evan,Box,managerOf,"['PERSON', 'ORG']",article_169_NACD.txt,0,"Director of the Year: [E1]Dana L  Evan[/E1], director, [E2]Box[/E2], Domo, Farfetch, Proofpoint, Survey Monkey.","Director of the Year: [E1]Dana L  Evan[/E1], director, [E2]Box[/E2], Domo, Farfetch, Proofpoint, Survey Monkey.","Director of the Year : [E1]Dana L  Evan[/E1] , director , [E2]Box[/E2] , Domo , Farfetch , Proofpoint , Survey Monkey ."
"Finally, Prof Gerard O’Connor, also based at [E1]Cúram[/E1], is working with QUB and [E2]Boston University[/E2] to create a functional engineered cardiac tissue with the potential to transform the treatment of chronic heart disease.","Finally, Prof Gerard O’Connor, also based at [GPE]Cúram[/GPE], is working with QUB and [ORG]Boston University[/ORG] to create a functional engineered cardiac tissue with the potential to transform the treatment of chronic heart disease.",Cúram,Boston University,noRelation,"['GPE', 'ORG']",article_60_Joint_investment_Ireland_US.txt,3,"Finally, Prof Gerard O’Connor, also based at [E1]Cúram[/E1], is working with QUB and [E2]Boston University[/E2] to create a functional engineered cardiac tissue with the potential to transform the treatment of chronic heart disease.","Finally, Prof Gerard O’Connor, also based at [E1]Cúram[/E1], is working with QUB and [E2]Boston University[/E2] to create a functional engineered cardiac tissue with the potential to transform the treatment of chronic heart disease.","Finally, Prof Gerard O’Connor, also based at [E1]Cúram[/E1], is working with QUB and [E2]Boston University[/E2] to create a functional engineered cardiac tissue with the potential to transform the treatment of chronic heart disease."
"Plus, [E2]UK[/E2] [E1]Tea Academy[/E1] founder Jane Pettigrew called the “aesthetic much more like an old-fashioned kettle that you might put on the gas,” which may appeal to old-school lovers of the leaf.","Plus, [GPE]UK[/GPE[ORG]] Tea Acade[/ORG]my founder Jane Pettigrew called the “aesthetic much more like an old-fashioned kettle that you might put on the gas,” which may appeal to old-school lovers of the leaf.",Tea Academy,UK,locatedAt,"['ORG', 'GPE']",article_103_Valentines_Gift.txt,1,"Plus, [E2]UK[/E2] [E1]Tea Academy[/E1] founder Jane Pettigrew called the “aesthetic much more like an old-fashioned kettle that you might put on the gas,” which may appeal to old-school lovers of the leaf.","Plus, [E1]Tea Academy[/E1]located[E2]UK[/E2] founder Jane Pettigrew called the “aesthetic much more like an old-fashioned kettle that you might put on the gas,” which may appeal to old-school lovers of the leaf.","Plus , [E1]Tea Academy[/E1]located[E2]UK[/E2] founder Jane Pettigrew called the “ aesthetic a_great_deal to_a_greater_extent like AN old-fashioned boiler that you power redact on the gas , ” which may appeal to old-school fan of the leaf ."
"NEWPORT BEACH, Calif. and SALT LAKE CITY, March 15, 2021 (GLOBE NEWSWIRE) -- VERB Technology Company, Inc. (Nasdaq: VERB) (""VERB"" or the ""Company""), a rapidly emerging market leader in business-focused interactive video sales and marketing tools, including livestream ecommerce, CRM, and content management applications, today announced that CEO [E1]Rory J. Cutaia[/E1] is presenting at the [E2]Emerging Growth Conference[/E2] on March 17, 2021 at 9:30 AM ET to a live, online audience.","NEWPORT BEACH, Calif. and SALT LAKE CITY, March 15, 2021 (GLOBE NEWSWIRE) -- VERB Technology Company, Inc. (Nasdaq: VERB) (""VERB"" or the ""Company""), a rapidly emerging market leader in business-focused interactive video sales and marketing tools, including livestream ecommerce, CRM, and content management applications, today announced that CEO [PERSON]Rory J. Cutaia[/PERSON] is presenting at the [ORG]Emerging Growth Conference[/ORG] on March 17, 2021 at 9:30 AM ET to a live, online audience.",Rory J. Cutaia,Emerging Growth Conference,noRelation,"['PERSON', 'ORG']",article_40_verb_technology.txt,3,"(Nasdaq: VERB) (""VERB"" or the ""Company""), a rapidly emerging market leader in business-focused interactive video sales and marketing tools, including livestream ecommerce, CRM, and content management applications, today announced that CEO [E1]Rory J  Cutaia[/E1] is presenting at the [E2]Emerging Growth Conference[/E2] on March 17, 2021 at 9:30 AM ET to a live, online audience.","(Nasdaq: VERB) (""VERB"" or the ""Company""), a rapidly emerging market leader in business-focused interactive video sales and marketing tools, including livestream ecommerce, CRM, and content management applications, today announced that CEO [E1]Rory J  Cutaia[/E1] is presenting at the [E2]Emerging Growth Conference[/E2] on March 17, 2021 at 9:30 AM ET to a live, online audience.","(Nasdaq: VERB) (""VERB"" or the ""Company""), a rapidly emerging market leader in business-focused interactive video sales and marketing tools, including livestream ecommerce, CRM, and content management applications, today announced that CEO [E1]Rory J  Cutaia[/E1] is presenting at the [E2]Emerging Growth Conference[/E2] on March 17, 2021 at 9:30 AM ET to a live, online audience."
"But the [E1]Central Bank[/E1] really needs to step in.,” said [E2]Nick Charalambous[/E2]","But the [ORG]Central Bank[/ORG] really needs to step in.,” said [PERSON]Nick Charalambous[/PERSON]",Central Bank,Nick Charalambous,noRelation,"['ORG', 'PERSON']",article_56_Charles_Smethurst’s_GPG.txt,3,"But the [E1]Central Bank[/E1] really needs to step in.,” said [E2]Nick Charalambous[/E2].","But the [E1]Central Bank[/E1] really needs to step in.,” said [E2]Nick Charalambous[/E2].","But the [E1]Central Bank[/E1] really needs to step in.,” said [E2]Nick Charalambous[/E2]."
Prof Garry Duffy at SFI’s Cúram research centre for medical devices at NUI [E1]Galway [/E1]is working with researchers at [E2]QUB [/E2]and the National Science Foundation’s Engineering Research Centre for Cell Manufacturing Technologies.,Prof Garry Duffy at SFI’s Cúram research centre for medical devices at NUI [GPE]Galway [/GPE]is working with researchers at [ORG]QUB [/ORG]and the National Science Foundation’s Engineering Research Centre for Cell Manufacturing Technologies.,Galway ,QUB ,noRelation,"['GPE', 'ORG']",article_60_Joint_investment_Ireland_US.txt,3,Prof Garry Duffy at SFI’s Cúram research centre for medical devices at NUI [E1]Galway [/E1]is working with researchers at [E2]QUB [/E2]and the National Science Foundation’s Engineering Research Centre for Cell Manufacturing Technologies.,Prof Garry Duffy at SFI’s Cúram research centre for medical devices at NUI [E2]QUB [/E2]  [E1]Galway [/E1]and the National Science Foundation’s Engineering Research Centre for Cell Manufacturing Technologies.,Prof Garry Duffy at SFI’s Cúram research centre for medical devices at NUI [E2]QUB [/E2]  [E1]Galway [/E1]and the National Science Foundation’s Engineering Research Centre for Cell Manufacturing Technologies.
"Using the methodology and rankings in the 2020 version of the [E1]ITCI[/E1], the increased deductions for investment and loss carrybacks would improve the [E2]UK[/E2] to 19th place in the overall ranking and 7th place for corporate taxes.","Using the methodology and rankings in the 2020 version of the [ORG]ITCI[/ORG], the increased deductions for investment and loss carrybacks would improve the [GPE]UK[/GPE] to 19th place in the overall ranking and 7th place for corporate taxes.",ITCI,UK,noRelation,"['ORG', 'GPE']",article_69_An_Investment.txt,3,"Using the methodology and rankings in the 2020 version of the [E1]ITCI[/E1], the increased deductions for investment and loss carrybacks would improve the [E2]UK[/E2] to 19th place in the overall ranking and 7th place for corporate taxes.",Using the methodology and rankings in the 2020 version of the [E2]UK[/E2]  [E1]ITCI[/E1] to 19th place in the overall ranking and 7th place for corporate taxes.,Using the methodology and rankings in the 2020 version of the [E2]UK[/E2]  [E1]ITCI[/E1] to 19th place in the overall ranking and 7th place for corporate taxes.
"""While there are good loan note investment opportunities out there, the fact that this area is unregulated gives people the opportunity to cut corners and not give all the information to clients,"" said [E1]Nick Charalambous[/E1], managing director of Cork-based financial advisory firm [E2]Alpha Wealth[/E2].","""While there are good loan note investment opportunities out there, the fact that this area is unregulated gives people the opportunity to cut corners and not give all the information to clients,"" said [PERSON]Nick Charalambous[/PERSON], managing director of Cork-based financial advisory firm [ORG]Alpha Wealth[/ORG].",Nick Charalambous,Alpha Wealth,employedBy,"['PERSON', 'ORG']",article_56_Charles_Smethurst’s_GPG.txt,2,"""While there are good loan note investment opportunities out there, the fact that this area is unregulated gives people the opportunity to cut corners and not give all the information to clients,"" said [E1]Nick Charalambous[/E1], managing director of Cork-based financial advisory firm [E2]Alpha Wealth[/E2].","""While there are good loan note investment opportunities out there, the fact that this area is unregulated gives people the opportunity to cut corners and not give all the information to clients,"" said [E2]Alpha Wealth[/E2] employed [E1]Nick Charalambous[/E1].","""While there are good loan note investment opportunities out there, the fact that this area is unregulated gives people the opportunity to cut corners and not give all the information to clients,"" said [E2]Alpha Wealth[/E2] employed [E1]Nick Charalambous[/E1]."
"Katie Farrell and Matthew Coffey are “two young founders fresh out of university and doing a great job”, according to McEvoy. They founded [E1]Squid[/E1] in [E2]Dublin[/E2] in 2019 with Coffey taking the lead as CEO and Farrell as COO and head of product. Part of the reasoning behind digital loyalty cards is that it generates less paper and plastic waste. Building on that environmental ethos, the company supported a tree-planting initiative last year for every loyalty card completed on the platform.","Katie Farrell and Matthew Coffey are “two young founders fresh out of university and doing a great job”, according to McEvoy. They founded [ORG]Squid[/ORG] in [GPE]Dublin[/GPE] in 2019 with Coffey taking the lead as CEO and Farrell as COO and head of product. Part of the reasoning behind digital loyalty cards is that it generates less paper and plastic waste. Building on that environmental ethos, the company supported a tree-planting initiative last year for every loyalty card completed on the platform.",Squid,Dublin,locatedAt,"['ORG', 'GPE']",article_199_start_ups.txt,1,They founded [E1]Squid[/E1] in [E2]Dublin[/E2] in 2019 with Coffey taking the lead as CEO and Farrell as COO and head of product.,They founded [E1]Squid[/E1] in [E2]Dublin[/E2] in 2019 with Coffey taking the lead as CEO and Farrell as COO and head of product.,They founded [E1]Squid[/E1] in [E2]Dublin[/E2] in 2019 with Coffey taking the lead as CEO and Farrell as COO and head of product.
"With his international manager Gareth Southgate in the stand taking copious notes, the [E2]England[/E2] keeper picked the most time to again leave doubts hanging over his position as the undisputed [E1]Everton[/E1] No.1, with a poor error, to gift Youri Tielemans a fortunate leveller.","With his international manager Gareth Southgate in the stand taking copious notes, the [GPE]England[/GPE] keeper picked the most time to again leave doubts hanging over his position as the undispute[ORG]d Evert[/ORG]on No.1, with a poor error, to gift Youri Tielemans a fortunate leveller.",Everton,England,noRelation,"['ORG', 'GPE']",article_71_Jordan_Pickford_s_howler_gifts_Leicester_valuable_point.txt,3,"With his international manager Gareth Southgate in the stand taking copious notes, the [E2]England[/E2] keeper picked the most time to again leave doubts hanging over his position as the undisputed [E1]Everton[/E1] No.1, with a poor error, to gift Youri Tielemans a fortunate leveller.","With his international manager Gareth Southgate in the stand taking copious notes, the [E1]Everton[/E1][E2]England[/E2] No.1, with a poor error, to gift Youri Tielemans a fortunate leveller.","With his international manager Gareth Southgate in the stand take copious notes , the [E1]Everton[/E1][E2]England[/E2] No.1 , with a poor error , to gift Youri Tielemans a fortunate leveller ."
"The global pandemic has only made them more essential,” said [E1]Craig Shull[/E1], senior vice president and general manager of the GetFeedback platform at [E2]SurveyMonkey[/E2].","The global pandemic has only made them more essential,” said [PERSON]Craig Shull[/PERSON], senior vice president and general manager of the GetFeedback platform at [ORG]SurveyMonkey[/ORG].",Craig Shull,SurveyMonkey,managerOf,"['PERSON', 'ORG']",article_118_Carrefour_Chooses_SurveyMonkey’s_CX_Solution.txt,0,"The global pandemic has only made them more essential,” said [E1]Craig Shull[/E1], senior vice president and general manager of the GetFeedback platform at [E2]SurveyMonkey[/E2].","The global pandemic has only made them more essential,” said [E1]Craig Shull[/E1], senior vice president and general manager of the GetFeedback platform at [E2]SurveyMonkey[/E2].","The global pandemic has only made them more essential,” said [E1]Craig Shull[/E1], senior vice president and general manager of the GetFeedback platform at [E2]SurveyMonkey[/E2]."
"it has made a difference. Adding this reflection exercise and listening makes them feel valued and important. It also elevates the company's EVP. - [E1]Mofoluwaso Ilevbare[/E1], [E2]Procter and Gamble[/E2]","it has made a difference. Adding this reflection exercise and listening makes them feel valued and important. It also elevates the company's EVP. - [PERSON]Mofoluwaso Ilevbare[/PERSON], [ORG]Procter and Gamble[/ORG]",Mofoluwaso Ilevbare,Procter and Gamble,employedBy,"['PERSON', 'ORG']",234_Employee Orientation.txt,2,"- [E1]Mofoluwaso Ilevbare[/E1], [E2]Procter and Gamble[/E2].",- [E2]Procter and Gamble[/E2] employed [E1]Mofoluwaso Ilevbare[/E1].,- [E2]Procter and Gamble[/E2] utilise [E1]Mofoluwaso Ilevbare[/E1] .
"[E1]Kees van der Sande[/E1], director and trustee at [E2]Formation Architects[/E2], an award-winning architectural practice in London, noted that post-Brexit, there is now a much more level playing field for those wishing to come to the UK from outside the EU.","[PERSON]Kees van der Sande[/PERSON], director and trustee at [ORG]Formation Architects[/ORG], an award-winning architectural practice in London, noted that post-Brexit, there is now a much more level playing field for those wishing to come to the UK from outside the EU.",Kees van der Sande,Formation Architects,managerOf,"['PERSON', 'ORG']",article_61_Post-Brexit.txt,0,"[E1]Kees van der Sande[/E1], director and trustee at [E2]Formation Architects[/E2], an award-winning architectural practice in London, noted that post-Brexit, there is now a much more level playing field for those wishing to come to the UK from outside the EU.","[E1]Kees van der Sande[/E1], director and trustee at [E2]Formation Architects[/E2], an award-winning architectural practice in London, noted that post-Brexit, there is now a much more level playing field for those wishing to come to the UK from outside the EU.","[E1]Kees van der Sande[/E1] , director and regent at [E2]Formation Architects[/E2] , an award-winning architectural apply Indiana London , note that post-Brexit , there is at_present deoxyadenosine_monophosphate much to_a_greater_extent plane work field for those wishing to come to the UK from outside the EC ."
"Technology stocks extended their Thursday retreat, with the [E1]SPDR Technology[/E1] Select Sector ETF slipping 2.6% in late trade while the [E2]Philadelphia[/E2] Semiconductor Index was falling 3.7% this afternoon.","Technology stocks extended their Thursday retreat, with the [ORG]SPDR Technology[/ORG] Select Sector ETF slipping 2.6% in late trade while the [GPE]Philadelphia[/GPE] Semiconductor Index was falling 3.7% this afternoon.",SPDR Technology,Philadelphia,noRelation,"['ORG', 'GPE']",article_22_technology_sector.txt,3,"Technology stocks extended their Thursday retreat, with the [E1]SPDR Technology[/E1] Select Sector ETF slipping 2.6% in late trade while the [E2]Philadelphia[/E2] Semiconductor Index was falling 3 7% this afternoon .","Technology stocks extended their Thursday retreat, with the [E2]Philadelphia[/E2]  [E1]SPDR Technology[/E1] Semiconductor Index was falling 3 7% this afternoon .","Technology stocks extended their Thursday retreat, with the [E2]Philadelphia[/E2]  [E1]SPDR Technology[/E1] Semiconductor Index was falling 3 7% this afternoon ."
"[E1]Pigment[/E1] was founded in [E2]Paris[/E2] a year ago and launched officially only a few months ago, and while it is early days, they have the potential to make things a lot easier for teams to collaborate on budget planning.","[ORG]Pigment[/ORG] was founded in [GPE]Paris[/GPE] a year ago and launched officially only a few months ago, and while it is early days, they have the potential to make things a lot easier for teams to collaborate on budget planning.",Pigment,Paris,locatedAt,"['ORG', 'GPE']",article_35_21_european_saas_startups.txt,1,"[E1]Pigment[/E1] was founded in [E2]Paris[/E2] a year ago and launched officially only a few months ago, and while it is early days, they have the potential to make things a lot easier for teams to collaborate on budget planning.","[E2]Paris[/E2] located [E1]Pigment[/E1] a year ago and launched officially only a few months ago, and while it is early days, they have the potential to make things a lot easier for teams to collaborate on budget planning.","[E2]Paris[/E2] placed [E1]Pigment[/E1] ampere year ago and set_in_motion officially only deoxyadenosine_monophosphate few months agone , and while IT is early days , they have the potential_difference to make thing amp lot easier for teams to collaborate on budget design ."
"We are excited to welcome Rizing to the Qualtrics Partner Network,"" said R.J. [E1]Filipski,[/E1] Global Director of Business Development, [E2]Qualtrics[/E2]. ""With Rizing's expertise in HR and Qualtrics' leading experience management platform, we will help organizations around the world realize the positive people and business outcomes that the right technology and expertise can drive.""","We are excited to welcome Rizing to the Qualtrics Partner Network,"" said R.J. [PERSON]Filipski,[/PERSON] Global Director of Business Development, [ORG]Qualtrics[/ORG]. ""With Rizing's expertise in HR and Qualtrics' leading experience management platform, we will help organizations around the world realize the positive people and business outcomes that the right technology and expertise can drive.""","Filipski,",Qualtrics,managerOf,"['PERSON', 'ORG']",article_136_qualtics.txt,0,"We are excited to welcome Rizing to the Qualtrics Partner Network,"" said R J  [E1]Filipski,[/E1] Global Director of Business Development, [E2]Qualtrics[/E2].","We are excited to welcome Rizing to the Qualtrics Partner Network,"" said R J  [E1]Filipski,[/E1] Global Director of Business Development, [E2]Qualtrics[/E2].","We are excited to welcome Rizing to the Qualtrics Partner Network , '' said R J [E1]Filipski,[/E1] worldwide theatre_director of business_sector maturation , [E2]Qualtrics[/E2] ."
"[E1]Dennis Beresford[/E1], former director, [E2]Doosan Infracore[/E2], Fannie Mae, Kimberly-Clark, Legg-Mason, National Service Industries, WorldCom; former chair, Financial Accounting Standards Board","[PERSON]Dennis Beresford[/PERSON], former director, [ORG]Doosan Infracore[/ORG], Fannie Mae, Kimberly-Clark, Legg-Mason, National Service Industries, WorldCom; former chair, Financial Accounting Standards Board",Dennis Beresford,Doosan Infracore,managerOf,"['PERSON', 'ORG']",article_169_NACD.txt,0,"[E1]Dennis Beresford[/E1], former director, [E2]Doosan Infracore[/E2], Fannie Mae, Kimberly-Clark, Legg-Mason, National Service Industries, WorldCom; former chair, Financial Accounting Standards Board.","[E1]Dennis Beresford[/E1], former director, [E2]Doosan Infracore[/E2], Fannie Mae, Kimberly-Clark, Legg-Mason, National Service Industries, WorldCom; former chair, Financial Accounting Standards Board.","[E1]Dennis Beresford[/E1], former director, [E2]Doosan Infracore[/E2], Fannie Mae, Kimberly-Clark, Legg-Mason, National Service Industries, WorldCom; former chair, Financial Accounting Standards Board."
"When it first emerged in July 2019 that Dolphin Trust had missed interest payments in the UK, [E1]WOTL [/E1]issued a letter to brokers highlighting how Irish investors were protected, saying it only passed on money to [E2]Germany [/E2]“when we have security in place for a value in excess of the funds loaned”.","When it first emerged in July 2019 that Dolphin Trust had missed interest payments in the UK, [ORG]WOTL [/ORG]issued a letter to brokers highlighting how Irish investors were protected, saying it only passed on money to [GPE]Germany [/GPE]“when we have security in place for a value in excess of the funds loaned”.",WOTL ,Germany ,noRelation,"['ORG', 'GPE']",article_56_Charles_Smethurst’s_GPG.txt,3,"When it first emerged in July 2019 that Dolphin Trust had missed interest payments in the UK, [E1]WOTL [/E1]issued a letter to brokers highlighting how Irish investors were protected, saying it only passed on money to [E2]Germany [/E2]“when we have security in place for a value in excess of the funds loaned”.","When it first emerged in July 2019 that Dolphin Trust had missed interest payments in the UK, [E2]Germany [/E2]  [E1]WOTL [/E1]“when we have security in place for a value in excess of the funds loaned”.","When it first emerged in July 2019 that Dolphin Trust had missed interest payments in the UK, [E2]Germany [/E2]  [E1]WOTL [/E1]“when we have security in place for a value in excess of the funds loaned”."
[E1]Erin Smith[/E1] is an associate with the [E2]PRODEO Institute.[/E2],[PERSON]Erin Smith[/PERSON] is an associate with the [ORG]PRODEO Institute.[/ORG],Erin Smith,PRODEO Institute.,managerOf,"['PERSON', 'ORG']",article_129_cloudflare.txt,0,[E1]Erin Smith[/E1] is an associate with the [E2]PRODEO Institute [/E2].,managerOf [E2]PRODEO Institute [/E2][E1]Erin Smith[/E1].,managerOf [E2]PRODEO Institute [/E2][E1]Erin Smith[/E1].
"Prof [E1]Simon Kelly[/E1] at University College Dublin (UCD) will partner with Ulster University, [E2]Columbia University[/E2] and Northwell-Hofstra School of Medicine on a neuroscience research project to identify the underlying mechanisms of decision-making.","Prof [PERSON]Simon Kelly[/PERSON] at University College Dublin (UCD) will partner with Ulster University, [ORG]Columbia University[/ORG] and Northwell-Hofstra School of Medicine on a neuroscience research project to identify the underlying mechanisms of decision-making.",Simon Kelly,Columbia University,noRelation,"['PERSON', 'ORG']",article_60_Joint_investment_Ireland_US.txt,3,"Prof [E1]Simon Kelly[/E1] at University College Dublin (UCD) will partner with Ulster University, [E2]Columbia University[/E2] and Northwell-Hofstra School of Medicine on a neuroscience research project to identify the underlying mechanisms of decision-making.","Prof [E1]Simon Kelly[/E1] at University College Dublin (UCD) will partner with Ulster University, [E2]Columbia University[/E2] and Northwell-Hofstra School of Medicine on a neuroscience research project to identify the underlying mechanisms of decision-making.","Prof [E1]Simon Kelly[/E1] at University College Dublin (UCD) will partner with Ulster University, [E2]Columbia University[/E2] and Northwell-Hofstra School of Medicine on a neuroscience research project to identify the underlying mechanisms of decision-making."
